P10	video	581
P1947	Mapillary ID	1
P1948	BerlPap identifier	6
P1949	CulturaItalia ID	322
P195	collection	110608
P1950	second surname in Spanish name	82
P1951	investor	85
P1952	Encyclopaedia Metallum band ID	2159
P1953	Discogs artist ID	64542
P1954	Discogs master ID	37928
P1955	Discogs label ID	25
P1956	takeoff and landing capability	3
P1957	Wikisource index page	66
P1958	Trismegistos Geo ID	132
P1959	Dutch Senate person ID	1181
P196	minor planet group	90392
P1960	Google Scholar ID	67
P1961	identifier of Comité des travaux historiques et scientifiques	3
P1962	patron	62
P1963	properties for this type	250
P1966	Biblioteca Nacional de Chile catalogue number	7
P1967	BoxRec ID	1054
P1968	Foursquare venue ID	4
P1969	MovieMeter director ID	6615
P197	adjacent station	27965
P1970	MovieMeter movie ID	6820
P1971	number of children	6227
P1972	Open Hub ID	19
P1973	RSL editions	76
P1976	INEGI locality identifier	35
P1977	lesarchivesduspectacle ID	8
P1978	USDA NDB number	134
P1979	Righteous Among The Nations ID	5
P1980	PolSys ID	60
P1981	FSK film rating	59
P1982	Anime News Network person ID	307
P1983	Anime News Network company ID	7
P1984	Anime News Network manga ID	5
P1985	Anime News Network anime ID	11
P1986	Dizionario Biografico degli Italiani	8182
P1987	MCN code	93
P1988	Delarge ID	8
P1989	Encyclopaedia Metallum artist ID	385
P199	business division	491
P1990	species kept	2866
P1991	LPSN URL	8
P1992	Plazi ID	31386
P1993	TeX string	70
P1994	AllMusic composition ID	1279
P1995	medical specialty	3836
P1996	parliament.uk ID	1526
P1997	Facebook Places ID	8
P1998	UCI code	892
P1999	UNESCO language status	12
P20	place of death	382434
P200	lake inflows	495
P2000	CPDL ID	7
P2001	Revised Romanisation	1
P2002	Twitter username	29157
P2003	Instagram username	2986
P2004	NALT id	2
P2005	Catalogus Professorum Halensis	1056
P2006	ZooBank author ID	177
P2007	ZooBank publication ID	17
P2008	IPNI publication ID	6
P2009	Exif model	208
P201	lake outflow	556
P2010	Exif make	207
P2011	Cooper-Hewitt Person ID	174
P2012	cuisine	345
P2013	Facebook ID	7546
P2014	MoMA artwork id	2714
P2015	Hansard ID	6916
P2016	Catalogus Professorum Academiae Groninganae id	327
P2017	isomeric SMILES	5
P2018	Teuchos ID	2260
P2019	AllMovie artist ID	6298
P2020	worldfootball.net ID	16004
P2021	Erdős number	2144
P2024	German cattle breed ID	61
P2025	Find A Grave cemetery ID	215
P2026	Avibase ID	31
P2027	Colour Index International constitution ID	2
P2028	United States Armed Forces service number	4
P2029	Dictionary of Ulster Biography ID	831
P2030	NASA biographical ID	302
P2031	work period (start)	117
P2032	work period (end)	102
P2033	Category for pictures taken with camera	837
P2034	Project Gutenberg ebook ID	14
P2035	LinkedIn personal profile	131
P2036	African Plant Database	46563
P2037	GitHub username	14
P2038	ResearchGate ID	15
P2040	CITES Species+ ID	18078
P2041	National Gallery of Victoria artist identifier	2116
P2042	Artsy artist	2740
P2043	length	19819
P2044	elevation above sea level	129573
P2045	orbital inclination	1664
P2046	area	5337
P2047	running time	491
P2048	height	664
P2049	width	6219
P205	basin country	169
P2050	wingspan	39
P2051	M sin i	1
P2052	speed	162
P2053	watershed area	11
P2054	density	556
P2055	electrical conductivity	1
P2056	heat capacity	1
P2057	HMDB ID	3
P2058	depositor	75
P206	located next to body of water	1880
P2060	luminosity	1
P2061	aspect ratio	111
P2062	HSDB ID	2
P2063	LIPID MAPS ID	3
P2064	KNApSAcK ID	3
P2065	NIAID ChemDB ID	2
P2066	fusion enthalpy	1
P2067	mass (weight)	109
P2068	thermal conductivity	2
P2069	magnetic moment	1
P207	bathymetry image	6
P2070	Fellow of the Royal Society	387
P2071	Mémoire des hommes	1
P2072	CDB Chemical ID	2
P2073	range	34
P2074	internetmedicin.se ID	58
P2075	speed of sound	61
P2076	temperature	2
P2077	pressure	0
P2078	user manual link	6
P2079	fabrication method	26
P208	executive body	84
P2080	AcademiaNet	1818
P2081	BLDAM object ID	3
P2082	M.49 code	37
P2083	Leadscope ID	3
P2084	ZINC ID	3
P2085	Nikkaji	1
P2086	CDD Public ID	1
P2087	CrunchBase person ID	5
P2088	CrunchBase organisation ID	3
P2089	Library of Congress JukeBox ID	164
P209	highest judicial authority	58
P2090	Power of 10 athlete ID	55
P2091	FISA ID	5514
P2092	Bildindex der Kunst und Architektur ID	13
P2093	short author name	71350
P2094	competition class, qualifies for	24
P2095	co-driver	8
P2096	image legend	0
P2097	term length of office	16
P2098	substitute/deputy/replacement of office/officeholder	50
P2099	BC Geographical Names ID	12
P21	sex or gender	2781012
P210	party chief representative	31
P2100	Banque de noms de lieux du Québec id	18
P2101	melting point	10
P2102	boiling point	7
P2103	size of team at start	7
P2105	size of team at finish	3
P2106	RXNO Ontology	1
P2107	decomposition point	2
P2108	Kunstindex Danmark artwork ID	152
P2109	power output	9
P2112	wing area	8
P2113	sublimation temperature	1
P2114	half-life	240
P2115	NDF-RT ID	1409
P2116	enthalpy of vaporization	2
P2117	combustion enthalpy	1
P2118	kinematic viscosity	1
P2119	vapor pressure	5
P212	ISBN-13	9122
P2120	radius	7
P2121	prize money	17
P2123	YerelNet village ID	1
P2124	membership	26
P2125	Revised Hepburn romanization	77
P2126	Georgian national system of romanization	0
P2127	International Nuclear Event Scale	9
P2128	flash point	6
P2129	IDLH	3
P213	ISNI	270481
P2130	cost	6
P2131	nominal gross domestic product	1
P2132	GDP per capita	2
P2133	total debt	0
P2134	total reserves	0
P2135	total exports	0
P2136	total imports	0
P2137	total equity	0
P2138	total liabilities	0
P2139	total revenue	0
P214	VIAF identifier	929988
P2140	foreign direct investment, net outflows	0
P2141	foreign direct investment, net inflows	0
P2142	box office	1
P2143	genome size	0
P2144	frequency	10
P2145	explosive energy equivalent	0
P2146	orbital period	3
P2147	rotation period	2
P2148	distance from river mouth	0
P2149	clock speed	0
P215	spectral class	7844
P2150	FSB speed	1
P2151	focal length	3
P2152	antiparticle	37
P2153	PubChem Substance ID	2
P2154	binding energy	1
P2155	Solid solution series with	46
P2156	Pseudo crystal habit	0
P2157	lithography	15
P2158	Cell line ontology ID	1
P2159	solves	10
P2160	mass excess	0
P2161	Guthrie code	56
P2162	Deutsche Ultramarathon-Vereinigung ID	153
P2163	FAST-ID	64
P2164	SIGIC (person)	3
P2165	SIGIC (group)	1
P2166	SIGIC (institution)	1
P2167	United Nations Standard Products and Services Code	1
P2168	Swedish Film Database person ID	5689
P2169	PublicWhip identifier	0
P217	inventory number	97977
P2170	Hansard (currents session) identifier	0
P2171	They Work for You identifier	0
P2172	Parliamentary record identifier	0
P2173	BBC News Democracy Live identifier	1
P2174	MoMA artist id	4128
P2175	medical condition treated	4
P2176	drug used for treatment	4
P2177	solubility	2
P2178	solvent	0
P2179	ACM Classification Code (2012)	1
P218	ISO 639-1 code	186
P2180	Kansallisbiografia ID	102
P2181	Finnish MP ID	29
P2182	Finnish Ministers database ID	557
P2183	ISO 9:1995	2
P2184	history of topic	208
P2185	DLI identifier	0
P2186	Wiki Loves Monuments ID	6
P2187	BiblioNet publication identifier	8
P2188	BiblioNet author identifier	264
P2189	BiblioNet publisher identifier	4
P219	ISO 639-2 code	501
P2190	C-SPAN identifier of a person	1
P2191	NILF author id	1192
P2192	endangeredlanguages.com ID	2
P2193	Soccerbase player id	18
P2194	PSS-Archi architect id	17
P2195	Soccerbase manager id	119
P2196	students count	20
P2197	production rate	0
P2198	average gradient	1
P2199	autoignition temperature	0
P22	father	57534
P220	ISO 639-3 code	6814
P2200	electric charge	1
P2201	dipole moment	0
P2202	lower flammable limit	5
P2203	upper flammable limit	5
P2204	minimum explosive concentration	0
P2205	Spotify album ID	4
P2206	Discogs release ID	15
P2207	Spotify track ID	5
P2208	average shot length	3
P2209	SourceForge project	2
P221	ISO 639-6 code	8
P2210	relative to	0
P2211	position angle	0
P2212	angular distance	0
P2213	longitude of ascending node	2
P2214	parallax	0
P2215	proper motion	0
P2216	radial velocity	2
P2217	cruise speed	0
P2218	net worth	0
P2219	real gross domestic product growth rate	0
P2220	household wealth	0
P2221	flux	0
P2222	gyromagnetic ratio	1
P2223	decay width	1
P2224	spectral line	0
P2225	discharge	3
P2226	market capitalization	0
P2227	metallicity	1
P2228	maximum thrust	1
P2229	Max TDP	0
P223	galaxy morphological type	2393
P2230	torque	0
P2231	explosive velocity	1
P2232	cash	0
P2233	semi-major axis	7
P2234	volume for quantity	34
P2235	external superproperty	2
P2236	external subproperty	0
P2237	units used for this property	106
P2238	official symbol	14
P2239	first aid measures	2528
P2240	median lethal dose	2
P2241	reason for deprecation	0
P2242	Florentine musea catalogue ID	1
P2243	apoapsis	5
P2244	periapsis	4
P2248	argument of periapsis	2
P2249	Refseq Genome ID	1
P225	taxon name	2006280
P2250	life expectancy	4
P2252	NGA artist id	3944
P2253	DfE URN	3588
P2254	maximum operating altitude	3
P2255	Debrett's People of Today ID	6
P2257	frequency of event	9
P2258	mobile country code	5
P2259	ITU-T network identifier	3
P2260	ionization energy	1
P227	GND identifier	387171
P229	IATA airline designator	2062
P230	ICAO airline designator	2451
P231	CAS registry number	19432
P232	EINECS number	3624
P233	canonical SMILES	16624
P234	InChI	14302
P235	InChIKey	15216
P236	ISSN	44578
P237	coat of arms	2152
P238	IATA airport code	6976
P239	ICAO airport code	7904
P240	FAA airport code	2042
P241	military branch	28804
P242	locator map image	54255
P243	OCLC control number	25417
P244	LCAuth identifier	290652
P245	ULAN identifier	45701
P246	element symbol	153
P247	COSPAR ID	5343
P248	stated in	123
P249	ticker symbol	64
P25	mother	21365
P26	spouse	48500
P263	official residence	321
P264	record label	111908
P267	ATC code	1974
P268	BnF identifier	343005
P269	SUDOC authorities	318258
P27	country of citizenship	1739080
P270	CALIS	163
P271	CiNii author identifier	2941
P272	production company	30400
P274	chemical formula	22360
P275	license	4468
P276	location	301691
P277	programming language	2459
P278	GOST 7.75-97 code	87
P279	subclass of	446177
P281	postal code	648027
P282	writing system	952
P286	head coach	2730
P287	designer	4655
P289	vessel class	5464
P291	place of publication	2717
P296	station code	1939
P297	ISO 3166-1 alpha-2 code	250
P298	ISO 3166-1 alpha-3 code	250
P299	ISO 3166-1 numeric code	250
P30	continent	24080
P300	ISO 3166-2 code	4900
P301	category's main topic	411627
P303	EE breed number	250
P304	page	13207
P305	IETF language tag	2725
P306	operating system	1795
P31	instance of	14654756
P344	director of photography	28501
P345	IMDb identifier	320331
P347	Joconde ID	2821
P348	software version	3230
P349	NDL identifier	53305
P35	head of state	580
P350	RKDimages	1402
P351	Entrez Gene ID	134585
P352	UniProt ID	30618
P353	gene symbol	61454
P354	HGNC ID	39227
P355	subsidiaries	2720
P356	DOI	12977
P357	"(OBSOLETE) title (use P1476, \""title\"")"	36188
P358	discography	3255
P359	Rijksmonument identifier	66892
P36	capital	28238
P360	is a list of	165028
P361	part of	141415
P364	original language of work	176829
P366	use	17869
P367	astronomic symbol image	30
P368	Sandbox-CommonsMediaFile	0
P369	Sandbox-Item	2
P37	official language	3384
P370	Sandbox-String	10
P371	presenter	1921
P373	Commons category	1134190
P374	INSEE municipality code	36797
P375	space launch vehicle	5316
P376	located on astronomical body	3727
P377	SCN	5334
P38	currency	1035
P380	Mérimée identifier	19733
P381	PCP reference number	2548
P382	CBS municipality code	399
P387	(OBSOLETE) quote (use P1683)	1
P39	position held	269988
P393	edition number	1544
P395	licence plate code	9910
P396	SBN identifier	14275
P397	astronomical body	1046
P398	child astronomical body	1005
P399	companion of	34
P40	child	79630
P400	platform	38566
P402	OpenStreetMap Relation identifier	15850
P403	mouth of the watercourse	32698
P404	game mode	23759
P405	taxon author	0
P406	soundtrack album	263
P407	language of work (or name)	214332
P408	software engine	2338
P409	NLA (Australia) identifier	19520
P41	flag image	22791
P410	military rank	7158
P411	canonization status	3639
P412	voice type	8992
P413	position played on team / speciality	26742
P414	stock exchange	4923
P415	radio format	289
P416	quantity symbol	46
P417	patron saint	1615
P418	seal description	16
P421	located in time zone	43803
P423	shooting handedness	26
P424	Wikimedia language code	616
P425	field of this profession	1547
P426	aircraft registration	100
P427	taxonomic type	540
P428	botanist author abbreviation	9431
P429	dantai code	1965
P43	stepfather	94
P432	callsign of airline	2326
P433	issue	13685
P434	MusicBrainz artist ID	121209
P435	MusicBrainz work ID	18460
P436	MusicBrainz release group ID	85648
P437	distribution	10678
P438	(OBSOLETE) inscription (use P1684)	690
P439	German municipality key	11227
P44	stepmother	42
P440	German district key	304
P442	China administrative division code	742241
P443	pronunciation audio	3220
P444	review score	262
P447	score by	5
P448	location of spacecraft launch	5431
P449	original network	11014
P450	astronaut mission	1619
P451	cohabitant	2174
P452	industry	8185
P453	character role	241
P454	Structurae ID (structure)	5167
P455	Emporis ID	421
P457	foundational text	96
P458	IMO ship number	1852
P459	determination method	16
P460	said to be the same as	29962
P461	opposite of	2719
P462	color	1072
P463	member of	125504
P464	NOR	32
P465	sRGB color hex triplet	137
P466	occupant	10055
P467	legislated by	199
P468	dan/kyu rank	32
P469	lakes on river	963
P47	shares border with	207136
P470	Eight Banner register	893
P473	local dialing code	40867
P474	country calling code	273
P476	CELEX number	12
P477	Canadian Register of Historic Places identifier	1531
P478	volume	13331
P479	input device	4760
P480	FilmAffinity identifier	3558
P481	Palissy identifier	155
P483	recorded at	174
P484	IMA Number, broad sense	3764
P485	archives at	614
P486	MeSH ID	4437
P487	Unicode character	2306
P488	chairperson	3063
P489	currency symbol description	8
P490	provisional designation	120099
P491	orbit diagram	8
P492	OMIM ID	5608
P493	ICD-9	6764
P494	ICD-10	8690
P495	country of origin	137340
P496	ORCID	726
P497	CBDB ID	145
P498	ISO 4217 code	195
P50	author	106398
P500	exclave of	99
P501	enclave within	167
P502	HURDAT identifier	5
P503	ISO standard	106
P504	home port	138
P505	general manager	598
P506	ISO 15924 alpha-4 or numeric code	88
P507	Swedish county code	25
P508	PIJAS	9074
P509	cause of death	25775
P51	audio	1000
P511	honorific prefix	148
P512	academic degree	22599
P513	(OBSOLETE) birth name (use P1477)	2170
P514	interleaves with	28
P515	phase of matter	5
P516	powerplant	1943
P517	interaction	62
P518	applies to part	40
P520	armament	2416
P521	scheduled service destination	86
P522	type of orbit	345
P523	temporal range start	69
P524	temporal range end	64
P525	Swedish municipality code	402
P527	has part	70916
P528	catalog code	100905
P529	runway	390
P53	noble family	8231
P530	diplomatic relation	1084
P531	diplomatic mission sent	0
P532	port of registry	63
P533	target	42
P534	streak color	48
P535	Find a Grave grave ID	18832
P536	ATP ID	2082
P537	twinning	12
P538	fracturing	7
P539	Museofile	759
P54	member of sports team	420509
P541	office contested	3482
P542	officially opened by	152
P543	oath made by	70
P545	torch lit by	49
P546	docking port	9
P547	commemorates	222
P548	version type	0
P549	Mathematics Genealogy Project identifier	5469
P550	chivalric order	4
P551	residence	6098
P552	handedness	730
P553	website account on	2755
P554	website username	0
P555	doubles record	3163
P556	crystal system	2015
P557	DiseasesDB	2811
P558	unit symbol	562
P559	terminus	3752
P560	direction	0
P561	NATO reporting name	441
P562	central bank/issuer	251
P563	ICD-O	347
P564	singles record	3172
P565	crystal habit	6
P566	basionym	1984
P567	underlies	142
P568	overlies	141
P569	date of birth	2092087
P57	director	125621
P570	date of death	1066863
P571	inception	176054
P574	date of taxon name publication	27
P575	time of discovery	51194
P576	dissolved or abolished	17732
P577	publication date	221134
P578	Sandbox-TimeValue	0
P579	IMA status and/or rank	5317
P58	screenwriter	52363
P580	start time	10892
P582	end time	10070
P585	point in time	27179
P586	IPNI author ID	5
P587	MMSI	67
P588	coolant	279
P589	point group	247
P59	constellation	20003
P590	GNIS ID	4640
P591	EC number	266
P592	ChEMBL ID	5372
P593	HomoloGene ID	40244
P594	Ensembl Gene ID	46410
P595	IUPHAR ID	979
P597	WTA ID	1757
P598	commander of	205
P599	ITF ID	4111
P6	head of government	11155
P600	Wine AppDB-ID	29
P604	MedlinePlus ID	1449
P605	NUTS code	1478
P606	first flight	357
P607	conflict	54161
P608	exhibition history	1191
P609	terminus location	1322
P61	discoverer or inventor	60212
P610	highest point	435
P611	religious order	5140
P612	mother house	231
P613	OS grid reference	268
P617	yard number	38
P618	source of energy	178
P619	time of spacecraft launch	5516
P620	time of spacecraft landing	308
P621	time of spacecraft orbit decay	1
P622	spacecraft docking/undocking	3
P624	guidance system	181
P625	coordinate location	2366671
P626	Sandbox-GeoCoordinateValue	1
P627	IUCN-ID	0
P628	E number	505
P629	edition or translation of	2324
P630	Paris city digital code	6288
P631	structural engineer	476
P632	cultural properties of Belarus reference number	56
P633	Répertoire du patrimoine culturel du Québec identifier, Québec cultural heritage directory identifier	357
P634	captain	62
P635	ISTAT ID	8111
P636	route of administration	3060
P637	RefSeq Protein ID	6039
P638	PDB ID	40346
P639	RefSeq RNA ID	312827
P640	Léonore ID	6056
P641	sport	372946
P642	of	58
P644	genomic start	74427
P645	genomic end	74444
P646	Freebase identifier	1156418
P647	drafted by	63
P648	Open Library identifier	27293
P649	NRHP reference number	39119
P65	site of astronomical discovery	45836
P650	RKDartists	33348
P651	Biografisch Portaal number	8955
P652	UNII	11011
P653	PubMed Health	7
P654	direction relative to location	0
P655	translator	608
P656	RefSeq	13
P657	RTECS number	1711
P658	tracklist	1136
P659	GenLoc assembly	2
P66	ancestral home	257
P660	EC classification	1
P661	ChemSpider ID	11557
P662	PubChem ID (CID)	16618
P663	DSM IV	3
P664	organizer	1197
P665	KEGG ID	3998
P667	ICPC 2 ID	4
P668	GeneReviews ID	157
P669	located on street	45625
P670	street number	26
P671	Mouse Genome Informatics ID	49495
P672	MeSH Code	517
P673	eMedicine	2353
P674	characters	5141
P675	Google Books identifier	322
P676	lyrics by	5787
P677	ÚSOP code	2701
P678	incertae sedis	0
P679	ZVG number	801
P680	molecular function	57448
P681	cell component	77358
P682	biological process	176980
P683	ChEBI ID	4317
P684	ortholog	7892
P685	NCBI Taxonomy ID	254078
P686	Gene Ontology ID	16125
P687	BHL Page ID	328
P688	encodes	30780
P689	afflicts	3655
P69	educated at	299830
P690	space group	973
P691	NKC identifier	28517
P692	Gene Atlas Image	31184
P693	cleavage	60
P694	replaced synonym (for nom. nov.)	45
P695	UN number	447
P696	Neurolex ID	14
P697	ex taxon author	0
P698	PubMed ID	11817
P699	Disease Ontology ID	9083
P7	brother	78470
P700	Kemler ID	2
P701	Dodis	30
P702	encoded by	30371
P703	found in taxon	180896
P704	Ensembl Transcript ID	237995
P705	Ensembl Protein ID	52670
P706	located on terrain feature	10590
P707	satellite bus	8
P708	diocese	8589
P709	Historic Scotland ID	41425
P710	participant	16394
P711	Strunz 8th edition (series ID)	4077
P712	Nickel-Strunz 9th edition (updated 2009)	4441
P713	Nickel-Strunz 10th (pending) edition	4510
P714	Dana 8th edition	1522
P715	Drugbank ID	2518
P716	JPL Small-Body Database identifier	91742
P717	Minor Planet Center observatory code	441
P718	Canmore ID	14
P720	asteroid spectral type	370
P721	OKATO identifier	107941
P722	UIC station code	4800
P723	DBNL ID	7848
P724	Internet Archive identifier	2655
P725	voice actor	1655
P726	candidate	408
P727	Europeana ID	75411
P728	GHS hazard statement	178
P729	service entry	4484
P730	service retirement	2024
P731	Litholex ID	19
P732	BGS Lexicon ID	39
P733	DINOloket	7
P734	family name	173029
P735	given name	2142577
P736	cover artist	206
P737	influenced by	1466
P738	(OBSOLETE) influence of	343
P739	ammunition	1762
P740	location of formation	1351
P741	playing hand	2273
P742	pseudonym	2405
P744	asteroid family	125
P745	Low German Bibliography and Biography ID	27
P746	date of disappearance	71
P747	edition(s)	2286
P748	appointed by	357
P749	parent company	2843
P750	distributor	1515
P751	introduced feature	25
P756	removed feature	4
P757	World Heritage Site id	1230
P758	Kulturminne identifier	2142
P759	Alberta Register of Historic Places identifier	53
P760	DPLA ID	3
P761	VISS ID	57335
P762	Czech cultural heritage ID	227
P763	PEI Register of Historic Places identifier	18
P764	OKTMO identifier	113075
P765	surface played on	1009
P767	contributor	1424
P768	electoral district	55
P769	significant drug interaction	1836
P770	cause of destruction	118
P771	Swiss municipality code	2609
P772	INE municipality code	8194
P773	ISO 3166-3	6
P774	FIPS 55-3 (locations in the US)	811
P775	Swedish urban area code	2226
P776	Swedish minor urban area code	456
P777	Swedish civil parish code/ATA code	12
P778	Church of Sweden parish code	1236
P779	Church of Sweden Pastoratskod	19
P78	top-level domain	306
P780	symptoms	5666
P781	Sikart	1537
P782	LAU	6661
P783	hymenium type	951
P784	mushroom cap shape	793
P785	hymenium attachment	855
P786	stipe character	628
P787	spore print color	688
P788	mushroom ecological type	915
P789	edibility	570
P790	approved by	28
P791	ISIL ID	1105
P792	chapter	4
P793	significant event	12240
P794	as	0
P795	distance along	1
P796	geo datum	3
P797	executive authority	8
P798	military designation	902
P799	Air Ministry specification ID	15
P800	notable work	22314
P802	student	4590
P803	professorship	41
P804	GNIS Antarctica ID	141
P805	subject of	430
P806	Italian cadastre code	8095
P807	separated from	44
P808	code Bien de Interés Cultural	2048
P809	WDPA id	2731
P81	connecting line	15744
P811	academic minor	1
P812	academic major	38
P813	retrieved	11
P814	IUCN protected areas category	6765
P815	ITIS TSN	336133
P816	decays to	4876
P817	decay mode	4
P818	arXiv ID	8
P819	ADS bibcode	6
P820	arXiv classification	0
P821	CGNDB Unique Identifier	159
P822	mascot	81
P823	speaker	51
P824	Meteoritical Bulletin Database ID	31
P825	dedicated to	682
P826	tonality	1938
P827	BBC program identifier	101
P828	has cause	950
P829	OEIS ID	132
P830	Encyclopedia of Life ID	1084913
P831	parent club	82
P832	public holiday	329
P833	interchange station	175
P834	train depot	6
P835	author citation (zoology)	91
P836	GSS code (2011)	201
P837	day in year for periodic occurrence	606
P838	BioLib ID	366
P839	IMSLP ID	5651
P84	architect	14989
P840	narrative location	23061
P841	feast day	715
P842	Fossilworks ID	35513
P843	SIRUTA code	16937
P844	UBIGEO code	14
P845	Saskatchewan Register of Heritage Property identifier	34
P846	Global Biodiversity Information Facility ID	1577921
P847	United States Navy aircraft designation	40
P849	Japanese military aircraft designation	1
P85	anthem	549
P850	World Register of Marine Species identifier	219300
P852	ESRB rating	3484
P853	CERO rating	1375
P854	reference URL	2488
P855	Sandbox-URL	0
P856	official website	195263
P857	CNKI	0
P858	ESPN SCRUM ID	3924
P859	sponsor	252
P86	composer	12934
P860	e-archiv.li ID	6
P861	premiershiprugby.com ID	368
P862	Operational Requirement of the UK Air Ministry	4
P863	InPhO identifier	2
P864	ACM Digital Library author identifier	1
P865	BMLO	5527
P866	Perlentaucher ID	8985
P867	ROME Occupation Code (v3)	328
P868	foods traditionally associated	13
P87	librettist	1117
P870	instrumentation	2574
P872	printed by	59
P873	phase point	2
P874	UN class	2
P875	UN code classification	1
P876	UN packaging group	3
P877	NFPA Other	1
P878	avionics	162
P879	pennant number	888
P88	commissioned by	706
P880	CPU	567
P881	type of variable star	32
P882	FIPS 6-4 (US counties)	3296
P883	FIPS 5-2 (code for US states)	129
P884	State Water Register Code (Russia)	30107
P885	origin of the watercourse	278
P886	LIR	252
P887	based on heuristic	3
P888	JSTOR article ID	5
P889	Mathematical Reviews identifier	1
P892	Request for Comments identifier	97
P893	Social Science Research Network ID	0
P894	Zentralblatt MATH	9
P897	United States Army and Air Force aircraft designation	11
P898	IPA	1110
P9	sister	37544
P901	FIPS 10-4 (countries and regions)	4202
P902	HDS	10586
P905	PORT film ID	2936
P906	SELIBR	9862
P907	allgame ID	7
P908	PEGI rating	2934
P909	Nova Scotia Register of Historic Places identifier	32
P91	sexual orientation	3235
P910	topic's main category	377264
P911	South African municipality code	283
P912	has facility	152
P913	notation	66
P914	USK rating	1698
P915	filming location	15583
P916	GSRR rating	9
P917	GRAU index	113
P918	NOC Occupation Code	4
P919	SOC Occupation Code (2010)	69
P92	main regulatory text	285
P920	Spanish subject headings for public libraries	3
P921	main subject	53604
P922	magnetic ordering	1
P923	medical examinations	52
P924	medical treatment	19
P925	presynaptic connection	6
P926	postsynaptic connection	7
P927	anatomical location	19
P928	activating neurotransmitter	12
P929	color space	0
P930	type of electrification	1494
P931	place served by airport	143
P932	PMCID	11813
P933	heritagefoundation.ca ID	20
P935	Commons gallery	8662
P937	work location	43208
P938	FishBase species identifier	32212
P939	KSH code	3178
P94	coat of arms image	56956
P940	GHS precautionary statements	167
P941	inspired by	545
P942	theme music	46
P943	programmer	100
P944	Code of nomenclature	757
P945	allegiance	345
P946	ISIN	2356
P947	RSL identifier (person)	895
P948	Wikivoyage banner	10192
P949	NLI (Israel) identifier	7131
P950	BNE identifier	8708
P951	NSZL identifier	294
P952	ISCO occupation code	157
P953	full text available at	507
P954	IBNR identifier	3372
P957	ISBN-10	11396
P958	section, verse, or paragraph	1
P959	MSW identifier	13584
P960	Tropicos taxon name identifier	321042
P961	IPNI ID, IPNI plant ID	277009
P962	MycoBank taxon name identifier	58754
P963	streaming media URL	45
P964	Austrian municipality key	2445
P965	burial plot reference	46
P966	MusicBrainz label ID	4136
P967	guest of honor	3
P968	e-mail	23
P969	located at street address	289439
P97	noble title	5232
P970	neurological function	1
P971	category combines topics	86538
P972	catalog	863
P973	described at URL	72898
P974	tributary	7096
P98	editor	4716
P980	code for weekend and holiday homes (Sweden)	5
P981	BAG-code for Dutch towns	2505
P982	MusicBrainz area ID	12738
P984	IOC country code	237
P988	Philippine Standard Geographic Code	173
P989	spoken text audio	357
P990	audio recording of the subject's spoken voice	454
P991	successful candidate	6974
P993	NFPA Health	14
P994	NFPA Fire	14
P995	NFPA Reactivity	14
P996	scan file (Commons)	562
P998	dmoz	6761
P999	ARICNS	0
Property	Label	Count
